timestamp,message
2026-05-02 01:15:09,⚡ [L2-SPIKE] main_gas_flow sudden change! Value: 36.0
2026-05-02 01:15:11,⚡ [L2-SPIKE] temperature_zone_1 sudden change! Value: 852.35
2026-05-02 01:15:11,⚠️ [L1-RANGE] main_gas_flow out of range! Value: 0.0
2026-05-02 01:15:11,⚡ [L2-SPIKE] main_gas_flow sudden change! Value: 0.0
2026-05-02 01:15:11,⚡ [L2-SPIKE] addition_gas_flow sudden change! Value: 327.89
2026-05-02 01:15:13,⚡ [L2-SPIKE] temperature_zone_1 sudden change! Value: 843.78
2026-05-02 01:15:13,⚡ [L2-SPIKE] main_gas_flow sudden change! Value: 26.44
2026-05-02 01:15:13,⚡ [L2-SPIKE] addition_gas_flow sudden change! Value: 396.58
2026-05-02 01:15:15,⚡ [L2-SPIKE] temperature_zone_1 sudden change! Value: 846.91
2026-05-02 01:15:17,⚡ [L2-SPIKE] main_gas_flow sudden change! Value: 25.38
2026-05-02 01:15:17,⚡ [L2-SPIKE] CO_percentage sudden change! Value: 18.13
2026-05-02 01:15:19,⚠️ [L1-RANGE] carbon_potential out of range! Value: 0.0
2026-05-02 01:15:19,⚡ [L2-SPIKE] carbon_potential sudden change! Value: 0.0
2026-05-02 01:15:19,⚠️ [L1-RANGE] CO_percentage out of range! Value: 0.0
2026-05-02 01:15:19,⚡ [L2-SPIKE] CO_percentage sudden change! Value: 0.0
2026-05-02 01:15:21,⚠️ [L1-RANGE] main_gas_flow out of range! Value: 36.0
2026-05-02 01:15:21,⚡ [L2-SPIKE] main_gas_flow sudden change! Value: 36.0
2026-05-02 01:15:21,⚠️ [L1-RANGE] carbon_potential out of range! Value: 1.35
2026-05-02 01:15:21,⚡ [L2-SPIKE] carbon_potential sudden change! Value: 1.35
2026-05-02 01:15:25,⚡ [L2-SPIKE] carbon_potential sudden change! Value: 0.94
2026-05-02 01:15:25,⚡ [L2-SPIKE] CO_percentage sudden change! Value: 18.3
2026-05-02 01:15:27,⚡ [L2-SPIKE] addition_gas_flow sudden change! Value: 309.69
2026-05-02 01:15:27,⚡ [L2-SPIKE] CO_percentage sudden change! Value: 19.23
2026-05-02 01:15:29,⚡ [L2-SPIKE] CO_percentage sudden change! Value: 20.71
2026-05-02 01:15:32,⚡ [L2-SPIKE] CO_percentage sudden change! Value: 22.14
2026-05-02 01:15:34,⚡ [L2-SPIKE] CO_percentage sudden change! Value: 22.61
2026-05-02 01:15:38,⚠️ [L1-RANGE] temperature_zone_1 out of range! Value: 0.0
2026-05-02 01:15:38,⚡ [L2-SPIKE] temperature_zone_1 sudden change! Value: 0.0
2026-05-02 01:15:38,⚡ [L2-SPIKE] addition_gas_flow sudden change! Value: 389.44
2026-05-02 01:15:40,⚡ [L2-SPIKE] temperature_zone_1 sudden change! Value: 850.48
2026-05-02 01:15:40,⚠️ [L1-RANGE] oxygen_mV out of range! Value: 1725.0
2026-05-02 01:15:40,⚡ [L2-SPIKE] oxygen_mV sudden change! Value: 1725.0
2026-05-02 01:15:40,⚡ [L2-SPIKE] addition_gas_flow sudden change! Value: 0.0
2026-05-02 01:15:42,⚡ [L2-SPIKE] temperature_zone_1 sudden change! Value: 856.2
2026-05-02 01:15:42,⚠️ [L1-RANGE] oxygen_mV out of range! Value: 1725.0
2026-05-02 01:15:42,⚡ [L2-SPIKE] oxygen_mV sudden change! Value: 1725.0
2026-05-02 01:15:42,⚡ [L2-SPIKE] addition_gas_pressure sudden change! Value: 0.0
2026-05-02 01:15:44,⚠️ [L1-RANGE] temperature_zone_1 out of range! Value: 0.0
2026-05-02 01:15:44,⚡ [L2-SPIKE] temperature_zone_1 sudden change! Value: 0.0
2026-05-02 01:15:44,⚡ [L2-SPIKE] oxygen_mV sudden change! Value: 1132.58
2026-05-02 01:15:44,⚡ [L2-SPIKE] addition_gas_flow sudden change! Value: 322.26
2026-05-02 01:15:44,⚡ [L2-SPIKE] addition_gas_pressure sudden change! Value: 49.59
2026-05-02 01:15:46,⚡ [L2-SPIKE] temperature_zone_1 sudden change! Value: 858.7
2026-05-02 01:15:46,⚡ [L2-SPIKE] addition_gas_flow sudden change! Value: 348.77
2026-05-02 01:15:46,⚡ [L2-SPIKE] addition_gas_pressure sudden change! Value: 46.88
2026-05-02 01:15:48,⚡ [L2-SPIKE] temperature_zone_1 sudden change! Value: 856.56
2026-05-02 01:15:48,⚡ [L2-SPIKE] oxygen_mV sudden change! Value: 1131.19
2026-05-02 01:15:48,⚡ [L2-SPIKE] addition_gas_pressure sudden change! Value: 47.23
2026-05-02 01:15:50,⚡ [L2-SPIKE] temperature_zone_1 sudden change! Value: 851.78
2026-05-02 01:15:50,⚡ [L2-SPIKE] oxygen_mV sudden change! Value: 1160.6
2026-05-02 01:15:50,⚡ [L2-SPIKE] addition_gas_flow sudden change! Value: 351.86
2026-05-02 01:15:50,⚡ [L2-SPIKE] CO_percentage sudden change! Value: 17.47
2026-05-02 01:15:52,⚡ [L2-SPIKE] temperature_zone_1 sudden change! Value: 844.4
2026-05-02 01:15:52,⚡ [L2-SPIKE] addition_gas_pressure sudden change! Value: 43.66
2026-05-02 01:15:54,⚡ [L2-SPIKE] temperature_zone_1 sudden change! Value: 853.21
2026-05-02 01:15:54,⚠️ [L1-RANGE] CO_percentage out of range! Value: 30.0
2026-05-02 01:15:54,⚡ [L2-SPIKE] CO_percentage sudden change! Value: 30.0
2026-05-02 01:15:56,⚠️ [L1-RANGE] main_gas_flow out of range! Value: 0.0
2026-05-02 01:15:56,⚡ [L2-SPIKE] main_gas_flow sudden change! Value: 0.0
2026-05-02 01:15:58,⚡ [L2-SPIKE] addition_gas_flow sudden change! Value: 398.09
2026-05-02 01:16:00,⚡ [L2-SPIKE] main_gas_flow sudden change! Value: 24.23
2026-05-02 01:16:02,⚡ [L2-SPIKE] main_gas_flow sudden change! Value: 23.31
2026-05-02 01:16:04,⚡ [L2-SPIKE] CO_percentage sudden change! Value: 19.02
2026-05-02 01:16:06,⚡ [L2-SPIKE] main_gas_flow sudden change! Value: 23.64
2026-05-02 01:16:08,⚠️ [L1-RANGE] oxygen_mV out of range! Value: 1725.0
2026-05-02 01:16:08,⚡ [L2-SPIKE] oxygen_mV sudden change! Value: 1725.0
2026-05-02 01:16:08,⚡ [L2-SPIKE] CO_percentage sudden change! Value: 17.36
2026-05-02 01:16:19,⚡ [L2-SPIKE] CO_percentage sudden change! Value: 22.74
2026-05-02 01:16:21,⚠️ [L1-RANGE] main_gas_pressure out of range! Value: 0.0
2026-05-02 01:16:21,⚡ [L2-SPIKE] main_gas_pressure sudden change! Value: 0.0
2026-05-02 01:16:25,⚡ [L2-SPIKE] main_gas_pressure sudden change! Value: 72.99
2026-05-02 01:16:25,⚡ [L2-SPIKE] addition_gas_flow sudden change! Value: 317.73
2026-05-02 01:16:27,⚡ [L2-SPIKE] main_gas_pressure sudden change! Value: 75.71
2026-05-02 01:16:27,⚠️ [L1-RANGE] oxygen_mV out of range! Value: 1725.0
2026-05-02 01:16:27,⚡ [L2-SPIKE] oxygen_mV sudden change! Value: 1725.0
2026-05-02 01:16:27,⚡ [L2-SPIKE] addition_gas_flow sudden change! Value: 314.91
2026-05-02 01:16:29,⚡ [L2-SPIKE] main_gas_pressure sudden change! Value: 70.76
2026-05-02 01:16:31,⚡ [L2-SPIKE] main_gas_pressure sudden change! Value: 82.51
2026-05-02 01:16:39,⚠️ [L1-RANGE] main_gas_flow out of range! Value: 0.0
2026-05-02 01:16:39,⚡ [L2-SPIKE] main_gas_flow sudden change! Value: 0.0
2026-05-02 01:16:41,⚠️ [L1-RANGE] temperature_zone_1 out of range! Value: 0.0
2026-05-02 01:16:41,⚡ [L2-SPIKE] temperature_zone_1 sudden change! Value: 0.0
2026-05-02 01:16:41,⚡ [L2-SPIKE] main_gas_flow sudden change! Value: 24.92
2026-05-02 01:16:41,⚡ [L2-SPIKE] addition_gas_flow sudden change! Value: 385.49
2026-05-02 01:16:43,⚡ [L2-SPIKE] temperature_zone_1 sudden change! Value: 846.87
2026-05-02 01:16:43,⚡ [L2-SPIKE] main_gas_flow sudden change! Value: 25.42
2026-05-02 01:16:43,⚡ [L2-SPIKE] addition_gas_pressure sudden change! Value: 0.0
2026-05-02 01:16:45,⚡ [L2-SPIKE] temperature_zone_1 sudden change! Value: 859.17
2026-05-02 01:16:45,⚡ [L2-SPIKE] main_gas_flow sudden change! Value: 25.8
2026-05-02 01:16:45,⚡ [L2-SPIKE] addition_gas_pressure sudden change! Value: 49.43
2026-05-02 01:16:47,⚡ [L2-SPIKE] temperature_zone_1 sudden change! Value: 845.03
2026-05-02 01:16:47,⚡ [L2-SPIKE] main_gas_flow sudden change! Value: 26.71
2026-05-02 01:16:47,⚠️ [L1-RANGE] oxygen_mV out of range! Value: 1725.0
2026-05-02 01:16:47,⚡ [L2-SPIKE] oxygen_mV sudden change! Value: 1725.0
2026-05-02 01:16:47,⚡ [L2-SPIKE] addition_gas_pressure sudden change! Value: 45.33
2026-05-02 01:16:49,⚡ [L2-SPIKE] temperature_zone_1 sudden change! Value: 857.94
2026-05-02 01:16:49,⚡ [L2-SPIKE] main_gas_flow sudden change! Value: 25.98
2026-05-02 01:16:49,⚡ [L2-SPIKE] addition_gas_pressure sudden change! Value: 44.81
2026-05-02 01:16:49,⚠️ [L1-RANGE] CO_percentage out of range! Value: 0.0
2026-05-02 01:16:49,⚡ [L2-SPIKE] CO_percentage sudden change! Value: 0.0
2026-05-02 01:16:51,⚡ [L2-SPIKE] temperature_zone_1 sudden change! Value: 840.9
2026-05-02 01:16:52,⚡ [L2-SPIKE] CO_percentage sudden change! Value: 19.3
2026-05-02 01:16:54,⚡ [L2-SPIKE] addition_gas_pressure sudden change! Value: 44.46
2026-05-02 01:16:54,⚡ [L2-SPIKE] CO_percentage sudden change! Value: 19.45
2026-05-02 01:16:56,⚡ [L2-SPIKE] addition_gas_flow sudden change! Value: 525.0
2026-05-02 01:16:56,⚡ [L2-SPIKE] addition_gas_pressure sudden change! Value: 0.0
2026-05-02 01:16:56,⚡ [L2-SPIKE] CO_percentage sudden change! Value: 20.0
2026-05-02 01:16:58,⚠️ [L1-RANGE] main_gas_pressure out of range! Value: 120.0
2026-05-02 01:16:58,⚡ [L2-SPIKE] main_gas_pressure sudden change! Value: 120.0
2026-05-02 01:16:58,⚡ [L2-SPIKE] addition_gas_pressure sudden change! Value: 48.56
2026-05-02 01:16:58,⚡ [L2-SPIKE] CO_percentage sudden change! Value: 18.15
2026-05-02 01:17:00,⚠️ [L1-RANGE] carbon_potential out of range! Value: 1.35
2026-05-02 01:17:00,⚡ [L2-SPIKE] carbon_potential sudden change! Value: 1.35
2026-05-02 01:17:00,⚡ [L2-SPIKE] addition_gas_pressure sudden change! Value: 42.81
2026-05-02 01:17:00,⚡ [L2-SPIKE] CO_percentage sudden change! Value: 22.76
2026-05-02 01:17:02,⚡ [L2-SPIKE] main_gas_flow sudden change! Value: 21.32
2026-05-02 01:17:02,⚡ [L2-SPIKE] main_gas_pressure sudden change! Value: 71.62
2026-05-02 01:17:02,⚡ [L2-SPIKE] addition_gas_pressure sudden change! Value: 42.07
2026-05-02 01:17:04,⚠️ [L1-RANGE] main_gas_flow out of range! Value: 0.0
2026-05-02 01:17:04,⚡ [L2-SPIKE] main_gas_flow sudden change! Value: 0.0
2026-05-02 01:17:04,⚡ [L2-SPIKE] addition_gas_pressure sudden change! Value: 48.86
2026-05-02 01:17:06,⚠️ [L1-RANGE] temperature_zone_2 out of range! Value: 375.0
2026-05-02 01:17:06,⚡ [L2-SPIKE] temperature_zone_2 sudden change! Value: 375.0
2026-05-02 01:17:06,⚡ [L2-SPIKE] addition_gas_pressure sudden change! Value: 42.05
2026-05-02 01:17:08,⚡ [L2-SPIKE] main_gas_flow sudden change! Value: 22.44
2026-05-02 01:17:08,⚡ [L2-SPIKE] main_gas_pressure sudden change! Value: 74.29
2026-05-02 01:17:08,⚡ [L2-SPIKE] addition_gas_pressure sudden change! Value: 67.5
2026-05-02 01:17:10,⚡ [L2-SPIKE] main_gas_flow sudden change! Value: 24.83
2026-05-02 01:17:12,⚠️ [L1-RANGE] main_gas_flow out of range! Value: 0.0
2026-05-02 01:17:12,⚡ [L2-SPIKE] main_gas_flow sudden change! Value: 0.0
2026-05-02 01:17:12,⚠️ [L1-RANGE] oxygen_mV out of range! Value: 0.0
2026-05-02 01:17:12,⚡ [L2-SPIKE] oxygen_mV sudden change! Value: 0.0
2026-05-02 01:17:14,⚡ [L2-SPIKE] main_gas_flow sudden change! Value: 25.41
2026-05-02 01:17:14,⚡ [L2-SPIKE] oxygen_mV sudden change! Value: 1134.0
2026-05-02 01:17:14,⚡ [L2-SPIKE] addition_gas_flow sudden change! Value: 301.22
2026-05-02 01:17:14,⚡ [L2-SPIKE] addition_gas_pressure sudden change! Value: 40.93
2026-05-02 01:17:16,⚡ [L2-SPIKE] main_gas_flow sudden change! Value: 23.95
2026-05-02 01:17:16,⚡ [L2-SPIKE] oxygen_mV sudden change! Value: 1191.26
2026-05-02 01:17:18,⚡ [L2-SPIKE] main_gas_flow sudden change! Value: 23.02
2026-05-02 01:17:18,⚡ [L2-SPIKE] oxygen_mV sudden change! Value: 1193.39
2026-05-02 01:17:20,⚡ [L2-SPIKE] main_gas_flow sudden change! Value: 24.05
2026-05-02 01:17:20,⚡ [L2-SPIKE] oxygen_mV sudden change! Value: 1163.25
2026-05-02 01:17:22,⚡ [L2-SPIKE] main_gas_flow sudden change! Value: 22.88
2026-05-02 01:17:22,⚡ [L2-SPIKE] oxygen_mV sudden change! Value: 1193.22
2026-05-02 01:17:26,⚡ [L2-SPIKE] addition_gas_pressure sudden change! Value: 67.5
2026-05-02 01:17:26,⚠️ [L1-RANGE] CO_percentage out of range! Value: 30.0
2026-05-02 01:17:26,⚡ [L2-SPIKE] CO_percentage sudden change! Value: 30.0
2026-05-02 01:17:29,⚡ [L2-SPIKE] addition_gas_pressure sudden change! Value: 41.18
2026-05-02 01:17:31,⚡ [L2-SPIKE] addition_gas_pressure sudden change! Value: 40.08
2026-05-02 01:17:31,⚡ [L2-SPIKE] CO_percentage sudden change! Value: 17.24
2026-05-02 01:17:33,⚠️ [L1-RANGE] CO_percentage out of range! Value: 0.0
2026-05-02 01:17:33,⚡ [L2-SPIKE] CO_percentage sudden change! Value: 0.0
2026-05-02 01:17:35,⚡ [L2-SPIKE] main_gas_flow sudden change! Value: 26.6
2026-05-02 01:17:35,⚡ [L2-SPIKE] addition_gas_flow sudden change! Value: 0.0
2026-05-02 01:17:35,⚡ [L2-SPIKE] CO_percentage sudden change! Value: 22.73
2026-05-02 01:17:37,⚡ [L2-SPIKE] addition_gas_flow sudden change! Value: 335.53
2026-05-02 01:17:39,⚡ [L2-SPIKE] CO_percentage sudden change! Value: 19.69
2026-05-02 01:17:41,⚡ [L2-SPIKE] addition_gas_flow sudden change! Value: 367.92
2026-05-02 01:17:41,⚡ [L2-SPIKE] addition_gas_pressure sudden change! Value: 49.61
2026-05-02 01:17:41,⚡ [L2-SPIKE] CO_percentage sudden change! Value: 21.71
2026-05-02 01:17:43,⚡ [L2-SPIKE] addition_gas_flow sudden change! Value: 311.67
2026-05-02 01:17:45,⚡ [L2-SPIKE] addition_gas_flow sudden change! Value: 321.93
2026-05-02 01:17:51,⚡ [L2-SPIKE] addition_gas_flow sudden change! Value: 525.0
2026-05-02 01:17:53,⚡ [L2-SPIKE] CO_percentage sudden change! Value: 22.46
2026-05-02 01:17:57,⚡ [L2-SPIKE] addition_gas_pressure sudden change! Value: 67.5
2026-05-02 01:17:59,⚡ [L2-SPIKE] addition_gas_pressure sudden change! Value: 41.85
2026-05-02 01:18:05,⚡ [L2-SPIKE] CO_percentage sudden change! Value: 22.24
2026-05-02 01:18:12,⚡ [L2-SPIKE] addition_gas_flow sudden change! Value: 525.0
2026-05-02 01:18:14,⚡ [L2-SPIKE] main_gas_flow sudden change! Value: 21.05
2026-05-02 01:18:16,⚡ [L2-SPIKE] CO_percentage sudden change! Value: 17.49
2026-05-02 01:18:18,⚡ [L2-SPIKE] addition_gas_flow sudden change! Value: 312.04
2026-05-02 01:18:20,⚡ [L2-SPIKE] addition_gas_flow sudden change! Value: 314.95
2026-05-02 01:18:20,⚡ [L2-SPIKE] addition_gas_pressure sudden change! Value: 67.5
2026-05-02 01:18:30,⚠️ [L1-RANGE] temperature_zone_1 out of range! Value: 0.0
2026-05-02 01:18:30,⚡ [L2-SPIKE] temperature_zone_1 sudden change! Value: 0.0
2026-05-02 01:18:30,⚡ [L2-SPIKE] addition_gas_flow sudden change! Value: 525.0
2026-05-02 01:18:32,⚡ [L2-SPIKE] temperature_zone_1 sudden change! Value: 846.62
2026-05-02 01:18:32,⚠️ [L1-RANGE] temperature_zone_2 out of range! Value: 0.0
2026-05-02 01:18:32,⚡ [L2-SPIKE] temperature_zone_2 sudden change! Value: 0.0
2026-05-02 01:18:32,⚡ [L2-SPIKE] CO_percentage sudden change! Value: 22.92
2026-05-02 01:18:34,⚡ [L2-SPIKE] temperature_zone_1 sudden change! Value: 847.22
2026-05-02 01:18:34,⚡ [L2-SPIKE] temperature_zone_2 sudden change! Value: 249.72
2026-05-02 01:18:36,⚡ [L2-SPIKE] temperature_zone_1 sudden change! Value: 859.18
2026-05-02 01:18:36,⚡ [L2-SPIKE] temperature_zone_2 sudden change! Value: 254.69
2026-05-02 01:18:38,⚡ [L2-SPIKE] temperature_zone_1 sudden change! Value: 846.54
2026-05-02 01:18:38,⚡ [L2-SPIKE] temperature_zone_2 sudden change! Value: 249.1
2026-05-02 01:18:40,⚡ [L2-SPIKE] temperature_zone_1 sudden change! Value: 851.15
2026-05-02 01:18:40,⚡ [L2-SPIKE] temperature_zone_2 sudden change! Value: 245.3
2026-05-02 01:18:40,⚡ [L2-SPIKE] addition_gas_flow sudden change! Value: 325.99
2026-05-02 01:18:42,⚡ [L2-SPIKE] temperature_zone_2 sudden change! Value: 253.94
2026-05-02 01:18:44,⚡ [L2-SPIKE] main_gas_pressure sudden change! Value: 86.6
2026-05-02 01:18:44,⚡ [L2-SPIKE] addition_gas_flow sudden change! Value: 0.0
2026-05-02 01:18:46,⚡ [L2-SPIKE] addition_gas_flow sudden change! Value: 362.35
2026-05-02 01:18:46,⚡ [L2-SPIKE] addition_gas_pressure sudden change! Value: 67.5
2026-05-02 01:18:49,⚠️ [L1-RANGE] main_gas_flow out of range! Value: 36.0
2026-05-02 01:18:49,⚡ [L2-SPIKE] main_gas_flow sudden change! Value: 36.0
2026-05-02 01:18:49,⚡ [L2-SPIKE] addition_gas_flow sudden change! Value: 332.92
2026-05-02 01:18:51,⚠️ [L1-RANGE] main_gas_flow out of range! Value: 36.0
2026-05-02 01:18:51,⚡ [L2-SPIKE] main_gas_flow sudden change! Value: 36.0
2026-05-02 01:18:53,⚡ [L2-SPIKE] addition_gas_flow sudden change! Value: 382.91
2026-05-02 01:18:55,⚡ [L2-SPIKE] main_gas_flow sudden change! Value: 21.71
2026-05-02 01:18:55,⚡ [L2-SPIKE] addition_gas_flow sudden change! Value: 0.0
2026-05-02 01:18:57,⚡ [L2-SPIKE] main_gas_flow sudden change! Value: 23.55
2026-05-02 01:18:57,⚡ [L2-SPIKE] addition_gas_flow sudden change! Value: 361.12
2026-05-02 01:18:57,⚡ [L2-SPIKE] addition_gas_pressure sudden change! Value: 41.28
2026-05-02 01:18:59,⚡ [L2-SPIKE] main_gas_pressure sudden change! Value: 89.56
2026-05-02 01:18:59,⚡ [L2-SPIKE] addition_gas_flow sudden change! Value: 332.26
2026-05-02 01:19:01,⚡ [L2-SPIKE] main_gas_flow sudden change! Value: 21.89
2026-05-02 01:19:01,⚡ [L2-SPIKE] addition_gas_flow sudden change! Value: 373.09
2026-05-02 01:19:03,⚠️ [L1-RANGE] temperature_zone_2 out of range! Value: 0.0
2026-05-02 01:19:03,⚡ [L2-SPIKE] temperature_zone_2 sudden change! Value: 0.0
2026-05-02 01:19:03,⚡ [L2-SPIKE] addition_gas_flow sudden change! Value: 525.0
2026-05-02 01:19:05,⚡ [L2-SPIKE] temperature_zone_2 sudden change! Value: 251.28
2026-05-02 01:19:05,⚡ [L2-SPIKE] addition_gas_flow sudden change! Value: 368.94
2026-05-02 01:19:07,⚡ [L2-SPIKE] temperature_zone_2 sudden change! Value: 248.25
2026-05-02 01:19:07,⚠️ [L1-RANGE] main_gas_flow out of range! Value: 0.0
2026-05-02 01:19:07,⚡ [L2-SPIKE] main_gas_flow sudden change! Value: 0.0
2026-05-02 01:19:07,⚠️ [L1-RANGE] carbon_potential out of range! Value: 0.0
2026-05-02 01:19:07,⚡ [L2-SPIKE] carbon_potential sudden change! Value: 0.0
2026-05-02 01:19:09,⚡ [L2-SPIKE] temperature_zone_2 sudden change! Value: 250.11
2026-05-02 01:19:09,⚡ [L2-SPIKE] main_gas_flow sudden change! Value: 22.57
2026-05-02 01:19:09,⚡ [L2-SPIKE] carbon_potential sudden change! Value: 0.92
2026-05-02 01:19:11,⚡ [L2-SPIKE] temperature_zone_2 sudden change! Value: 254.87
2026-05-02 01:19:11,⚡ [L2-SPIKE] main_gas_flow sudden change! Value: 25.58
2026-05-02 01:19:11,⚡ [L2-SPIKE] carbon_potential sudden change! Value: 0.94
2026-05-02 01:19:13,⚡ [L2-SPIKE] temperature_zone_2 sudden change! Value: 252.25
2026-05-02 01:19:13,⚡ [L2-SPIKE] main_gas_flow sudden change! Value: 22.68
2026-05-02 01:19:13,⚠️ [L1-RANGE] carbon_potential out of range! Value: 0.0
2026-05-02 01:19:13,⚡ [L2-SPIKE] carbon_potential sudden change! Value: 0.0
2026-05-02 01:19:13,⚡ [L2-SPIKE] addition_gas_flow sudden change! Value: 336.57
2026-05-02 01:19:15,⚡ [L2-SPIKE] main_gas_flow sudden change! Value: 23.02
2026-05-02 01:19:15,⚡ [L2-SPIKE] carbon_potential sudden change! Value: 0.93
2026-05-02 01:19:17,⚡ [L2-SPIKE] main_gas_flow sudden change! Value: 22.6
2026-05-02 01:19:17,⚡ [L2-SPIKE] carbon_potential sudden change! Value: 0.87
2026-05-02 01:19:19,⚡ [L2-SPIKE] carbon_potential sudden change! Value: 0.92
2026-05-02 01:19:21,⚡ [L2-SPIKE] carbon_potential sudden change! Value: 0.9
2026-05-02 01:19:21,⚡ [L2-SPIKE] addition_gas_pressure sudden change! Value: 67.5
2026-05-02 01:19:23,⚡ [L2-SPIKE] carbon_potential sudden change! Value: 0.87
2026-05-02 01:19:23,⚡ [L2-SPIKE] addition_gas_pressure sudden change! Value: 40.5
2026-05-02 01:19:25,⚠️ [L1-RANGE] carbon_potential out of range! Value: 0.0
2026-05-02 01:19:25,⚡ [L2-SPIKE] carbon_potential sudden change! Value: 0.0
2026-05-02 01:19:26,⚡ [L2-SPIKE] addition_gas_pressure sudden change! Value: 40.42
2026-05-02 01:19:28,⚡ [L2-SPIKE] carbon_potential sudden change! Value: 0.92
2026-05-02 01:19:28,⚡ [L2-SPIKE] addition_gas_pressure sudden change! Value: 0.0
2026-05-02 01:19:30,⚡ [L2-SPIKE] main_gas_flow sudden change! Value: 21.09
2026-05-02 01:19:30,⚡ [L2-SPIKE] carbon_potential sudden change! Value: 0.88
2026-05-02 01:19:32,⚡ [L2-SPIKE] carbon_potential sudden change! Value: 0.9
2026-05-02 01:19:32,⚡ [L2-SPIKE] addition_gas_pressure sudden change! Value: 43.59
2026-05-02 01:19:32,⚡ [L2-SPIKE] CO_percentage sudden change! Value: 17.44
2026-05-02 01:19:34,⚡ [L2-SPIKE] carbon_potential sudden change! Value: 0.86
2026-05-02 01:19:34,⚡ [L2-SPIKE] addition_gas_pressure sudden change! Value: 42.29
2026-05-02 01:19:36,⚡ [L2-SPIKE] carbon_potential sudden change! Value: 0.94
2026-05-02 01:19:36,⚡ [L2-SPIKE] addition_gas_pressure sudden change! Value: 0.0
2026-05-02 01:19:38,⚡ [L2-SPIKE] addition_gas_flow sudden change! Value: 393.28
2026-05-02 01:19:38,⚡ [L2-SPIKE] addition_gas_pressure sudden change! Value: 48.88
